Transaction_Date,Post_Date,Year,Month,Account_Name,Transaction_Type,Amount,NWS,Category,Cat2,Description,Labels,outliers,Notes
2023-07-08,2023-07-08,2023,7,checking,debit,-10.88,want,restaurants,food, hos corp amer    5814               tn nashville       hos corp amer      us,,0,nan
2023-07-08,2023-07-08,2023,7,checking,debit,-5.89,want,coffee shops,food, dunkin #358318   5814               tn nashville       dunkin #358318     us,,0,nan
2023-07-06,2023-07-06,2023,7,checking,debit,-103.49,need,bills & utilities,utilities,ach trans - usaa p&c        ;070523;autopay,,0,nan
2023-07-06,2023-07-06,2023,7,checking,debit,-16.41,need,gift,discretionary, amazon prime*ti0 5968               wa amzn.com/bill   amazon prime*ti0nu4us,subscription - shopping,0,nan
2023-07-06,2023-07-06,2023,7,checking,debit,-92.86,need,gym,investment, climb nashville  7997               tn nashville       climb nashville    us,subscription - fitness,0,nan
2023-07-06,2023-07-06,2023,7,checking,debit,-15.28,need,gift,discretionary, amazon.com*gv0we 5942               wa amzn.com/bill   amazon.com*gv0we2a3us,,0,nan
2023-07-06,2023-07-06,2023,7,checking,debit,-675.0,need,rent,,ach trans - alliant cu      ;070323;xfer,,0,nan
2023-07-06,2023-07-06,2023,7,checking,debit,-81.85,want,sporting goods,discretionary, black diamond    5131               ut 801-2785552     black diamond      us,,0,nan
2023-07-05,2023-07-05,2023,7,checking,debit,-3.0,want,charity,discretionary, www.samharris.or 5815               ca httpswww.samh   www.samharris.org  us,subscription - media,0,nan
2023-07-05,2023-07-05,2023,7,checking,debit,-10.94,need,books,investment, kindle svcs*ur4b 5818               wa 888-802-3080    kindle svcs*ur4bj2bus,,0,nan
2023-07-04,2023-07-04,2023,7,checking,debit,-108.09,need,groceries,food, trader joe s #73 5411               tn bellae meade    trader joe s #73 trus,,0,nan
2023-07-04,2023-07-04,2023,7,checking,debit,-10.94,need,music,discretionary, spotify usa      4899               ny 877-7781161     spotify usa        us,subscription - media,0,nan
2023-07-04,2023-07-04,2023,7,checking,debit,-92.74,want,shopping,discretionary, csf* rtic mqeg   5399               tx httpswww.rtic   csf* rtic mqeg     us,,0,nan
2023-07-04,2023-07-04,2023,7,checking,debit,-75.89,want,shopping,discretionary, walgreens store  5912               tn nashville       walgreens store 530us,,0,nan
2023-07-03,2023-07-03,2023,7,checking,debit,-24.33,need,groceries,food, mountain goat ma 5411               tn monteagle       mountain goat markeus,,0,nan
2023-07-03,2023-07-03,2023,7,checking,debit,-79.0,need,gym,investment, fahrenheit yoga  7997               tn brentwood       fahrenheit yoga    us,subscription - fitness,0,nan
2023-07-01,2023-07-01,2023,7,checking,debit,-8.46,need,gym,investment, cko*patreon      5815               ca 833-9728766     cko*patreon        us,subscription - media,0,nan
2023-07-01,2023-07-01,2023,7,checking,debit,-28.91,need,gas & fuel,auto, pilot_04599      5542               tn monteagle       pilot_04599        us,,0,nan
2023-07-01,2023-07-01,2023,7,checking,debit,-43.23,need,gas & fuel,auto, pilot # 4599     5541               tn monteagle       pilot # 4599       us,,0,nan
2023-07-01,2023-07-01,2023,7,checking,debit,-0.01,want,electronics & software,discretionary, google *cloud wl 5817               ca 650-2530000     google *cloud wl4txus,,0,nan
2023-06-30,2023-06-30,2023,6,savings,credit,14.36,need,investments,investment,dividend,,0,nan
2023-06-30,2023-06-30,2023,6,savings,credit,30.89,need,investments,investment,dividend,,0,nan
2023-06-30,2023-06-30,2023,6,checking,debit,-5.89,want,coffee shops,food, dunkin #358318   5814               tn nashville       dunkin #358318     us,,0,nan
2023-06-29,2023-06-29,2023,6,checking,credit,4509.32,need,paycheck,income,ach trans - hca corporate   ;063023;pr payment,,0,nan
2023-06-29,2023-06-29,2023,6,checking,debit,-68.65,want,personal care,discretionary, park happy llc   7523               tn www.parkhappy   park happy llc     us,,0,nan
2023-06-29,2023-06-29,2023,6,checking,debit,-3.05,need,gym,investment, climb nashville  7997               tn nashville       climb nashville    us,,0,nan
2023-06-28,2023-06-28,2023,6,checking,debit,-144.2,want,sporting goods,discretionary, mountain high ou 5655               tn franklin        mountain high outfius,,0,nan
2023-06-28,2023-06-28,2023,6,checking,debit,-6.19,want,restaurants,food, hos corp amer    5814               tn nashville       hos corp amer      us,,0,nan
2023-06-28,2023-06-28,2023,6,checking,debit,-17.51,want,entertainment,discretionary, help.max.com     5815               ny max.com         help.max.com       us,,0,nan
2023-06-26,2023-06-26,2023,6,checking,debit,-24.25,want,restaurants,food, lemongrass thai  5812               tn nashville       lemongrass thai    us,,0,nan
2023-06-26,2023-06-26,2023,6,checking,debit,-0.99,want,electronics & software,discretionary, apple com bill   4899               ca cupertino       one apple park way us,,0,nan
2023-06-26,2023-06-26,2023,6,checking,debit,-96.63,want,coffee shops,food, nespresso usa in 5499               de wilmington      nespresso usa inc  us,,0,nan
2023-06-25,2023-06-25,2023,6,checking,debit,-7.56,need,gas & fuel,auto, bp#6608731belle  5541               tn nashville       5401 harding pike  us,,0,nan
2023-06-25,2023-06-25,2023,6,checking,debit,-14.22,need,music,discretionary, spotify usa      4899               ny 877-7781161     spotify usa        us,subscription - media,0,nan
2023-06-25,2023-06-25,2023,6,checking,debit,-16.04,want,restaurants,food, sperry's restaur 5812               tn nashville       sperry's restaurantus,,0,nan
2023-06-25,2023-06-25,2023,6,checking,debit,-27.9,need,utilities,utilities, l2g*metro parks. 9399               tn nashville       l2g*metro parks.615us,,0,nan
2023-06-24,2023-06-24,2023,6,checking,debit,-28.0,want,restaurants,food, tst* bringles sm 5812               tn nashville       tst* bringles smokius,,0,nan
2023-06-24,2023-06-24,2023,6,checking,debit,-91.0,need,groceries,food, trader joe s #73 5411               tn bellae meade    trader joe s #73 trus,,0,nan
2023-06-24,2023-06-24,2023,6,checking,debit,-14.89,want,restaurants,food, crumbl* nashvill 5499               ut 180-14101313    crumbl* nashvilleweus,,0,nan
2023-06-23,2023-06-23,2023,6,checking,debit,-2.25,want,misc expenses,discretionary, paymentus corp   5045               nc 980-272-3788    paymentus corp     us,,0,nan
2023-06-23,2023-06-23,2023,6,checking,debit,-244.0,need,utilities,utilities, nes1174729029231 4900               tn 615-736-6900    nes11747290292315  us,,0,nan
2023-06-22,2023-06-22,2023,6,savings,debit,-1000.0,need,transfer,transfer,transfer - self service transfer to share 75,,0,nan
2023-06-22,2023-06-22,2023,6,checking,debit,-127.27,need,groceries,food, kroger #843      5411               tn nashville       4560 harding rd.   us,,0,nan
2023-06-22,2023-06-22,2023,6,checking,debit,-2.25,want,misc expenses,discretionary, paymentus corp   5045               nc 980-272-3788    paymentus corp     us,,0,nan
2023-06-22,2023-06-22,2023,6,checking,debit,-96.0,need,utilities,utilities, nes1174729029231 4900               tn 615-736-6900    nes11747290292314  us,,0,nan
2023-06-22,2023-06-22,2023,6,checking,debit,-1.95,need,fees & charges,bills, ici* fee metrowa 9399               ma 866-342-9266    ici* fee metrowaterus,,0,nan
2023-06-22,2023-06-22,2023,6,checking,debit,-52.9,need,gas & fuel,auto, 7-eleven 41051   5542               tn nashville       7-eleven 41051     us,,0,nan
2023-06-22,2023-06-22,2023,6,checking,credit,1000.0,need,transfer,transfer,transfer - self service transfer from share 01,,0,nan
2023-06-21,2023-06-21,2023,6,savings,debit,-532.11,need,transfer,transfer,ovrdrft wd - overdraft transfer to share 75,,0,nan
2023-06-21,2023-06-21,2023,6,checking,debit,-450.0,need,mortgage & rent,bills,shr draft - share draft 995016,,0,nan
2023-06-21,2023-06-21,2023,6,checking,credit,532.11,need,transfer,transfer,ovrdrft dp - overdraft transfer from share 01,,0,nan
2023-06-21,2023-06-21,2023,6,savings,debit,-300.0,need,transfer,transfer,transfer - self service transfer to share 75,,0,nan
2023-06-21,2023-06-21,2023,6,checking,debit,-35.66,need,utilities,utilities, metro wate       4900               tn nashville       1600 second ave norus,,0,nan
2023-06-21,2023-06-21,2023,6,checking,credit,300.0,need,transfer,transfer,transfer - self service transfer from share 01,,0,nan
2023-06-21,2023-06-21,2023,6,checking,debit,-212.99,need,gym,investment, climb nashville  7997               tn nashville       climb nashville    us,,0,nan
2023-06-21,2023-06-21,2023,6,checking,debit,-17.23,want,restaurants,food, tst* oscars taco 5812               tn nashville       tst* oscars taco shus,,0,nan
2023-06-20,2023-06-20,2023,6,savings,debit,-352.03,need,transfer,transfer,ovrdrft wd - overdraft transfer to share 75,,0,nan
2023-06-20,2023-06-20,2023,6,checking,credit,352.03,need,transfer,transfer,ovrdrft dp - overdraft transfer from share 01,,0,nan
2023-06-20,2023-06-20,2023,6,checking,debit,-160.0,want,venmo payment,bills,ach trans - venmo           ;062023;payment,,0,massage with tim
2023-06-20,2023-06-20,2023,6,checking,debit,-2793.39,,travel - Las Vegas climbing trip AirBNB + CC Payment,,ach trans - select rwds pymt;062023;payment,vegas vacation airbnb,0,credit card payment.  las vegas total cost: $1597.65 usd
2023-06-20,2023-06-20,2023,6,checking,debit,-4.14,want,restaurants,food, hos corp amer    5814               tn nashville       hos corp amer      us,,0,nan
2023-06-20,2023-06-20,2023,6,checking,debit,-5.12,want,restaurants,food, hos corp amer    5814               tn nashville       hos corp amer      us,,0,nan
2023-06-19,2023-06-19,2023,6,checking,debit,-126.44,need,groceries,food, butcherbox llc  5499               ma httpswww.butc   butcherbox  llc    us,,0,nan
2023-06-16,2023-06-16,2023,6,checking,debit,-9.88,want,fast food,food, jersey mikes 400 5812               tn nashville       jersey mikes 4005  us,,0,nan
2023-06-16,2023-06-16,2023,6,checking,debit,-80.02,need,groceries,food, trader joe s #66 5411               tn nashville       trader joe s #66 trus,,0,nan
2023-06-15,2023-06-15,2023,6,checking,debit,-12.07,want,restaurants,food, baja burrito     5812               tn nashville       baja burrito       us,,0,nan
2023-06-14,2023-06-14,2023,6,checking,debit,-9.82,need,gym,investment, whoop            5734               ma www.whoop.com   whoop              us,,0,nan
2023-06-12,2023-06-12,2023,6,savings,credit,2200.0,need,transfer,transfer,transfer - self service transfer from share 75,,0,nan
2023-06-12,2023-06-12,2023,6,checking,debit,-2200.0,need,transfer,transfer,transfer - self service transfer to share 01,,0,nan
2023-06-11,2023-06-11,2023,6,checking,debit,-11.21,need,groceries,food, 149 germantown l 7523               tn nashville       149 germantown lot us,,0,nan
2023-06-11,2023-06-11,2023,6,checking,debit,-19.7,need,groceries,food, turnip truck     5411               tn nashville       turnip truck       us,,0,nan
2023-06-11,2023-06-11,2023,6,checking,debit,-210.81,want,sporting goods,discretionary, dicks sporting g 5941               tn nashville       dicks sporting goodus,,0,nan
2023-06-10,2023-06-10,2023,6,checking,debit,-36.05,want,electronics & software,discretionary, lucid software i 5817               ut 844-4658243     lucid software inc.us,subscription - productivity,0,nan
2023-06-10,2023-06-10,2023,6,checking,debit,-13.48,need,groceries,food, kroger #843      5411               tn nashville       4560 harding rd.   us,,0,nan
2023-06-10,2023-06-10,2023,6,checking,debit,-62.45,want,restaurants,food, tst* red perch   5812               tn nashville       tst* red perch     us,,0,nan
2023-06-10,2023-06-10,2023,6,checking,debit,-20.75,need,gift,discretionary, amzn mktp us*5z7 5942               wa amzn.com/bill   amzn mktp us*5z7hm5us,,0,nan
2023-06-07,2023-06-07,2023,6,checking,debit,-29.91,need,gift,discretionary, amzn mktp us*xq2 5942               wa amzn.com/bill   amzn mktp us*xq2489us,,0,nan
2023-06-07,2023-06-07,2023,6,checking,debit,-6.19,want,restaurants,food, hos corp amer    5814               tn nashville       hos corp amer      us,,0,nan
2023-06-06,2023-06-06,2023,6,checking,debit,-4.66,want,fast food,food, 7-eleven 41054   5542               tn nashville       7-eleven 41054     us,,0,nan
2023-06-06,2023-06-06,2023,6,checking,debit,-4.52,want,fast food,food, 7-eleven 41054   5542               tn nashville       7-eleven 41054     us,,0,nan
2023-06-06,2023-06-06,2023,6,checking,debit,-300.0,need,mortgage & rent,bills,shr draft - share draft 995015,,0,nan
2023-06-06,2023-06-06,2023,6,checking,debit,-16.41,need,gift,discretionary, amazon prime*im3 5968               wa amzn.com/bill   amazon prime*im38b3us,subscription - shopping,0,nan
2023-06-06,2023-06-06,2023,6,checking,debit,-92.86,need,gym,investment, climb nashville  7997               tn nashville       climb nashville    us,subscription - fitness,0,nan
2023-06-06,2023-06-06,2023,6,checking,debit,-4.58,want,fast food,food, 7-eleven 41054   5542               tn nashville       7-eleven 41054     us,,0,nan
2023-06-05,2023-06-05,2023,6,checking,debit,-39.33,need,groceries,food, trader joe s #73 5411               tn bellae meade    trader joe s #73 trus,,0,nan
2023-06-05,2023-06-05,2023,6,checking,debit,-51.87,need,gas & fuel,auto, bp#6608731belle  5542               tn nashville       5401 harding pike  us,,0,nan
2023-06-04,2023-06-04,2023,6,checking,debit,-41.12,want,restaurants,food, ella's on 2nd    5812               tn nashville       ella's on 2nd      us,,0,nan
2023-06-04,2023-06-04,2023,6,checking,debit,-19.44,need,utilities,utilities, l2g*metro parks. 9399               tn nashville       l2g*metro parks.615us,,0,nan
2023-06-04,2023-06-04,2023,6,checking,debit,-10.94,need,music,discretionary, spotify usa      4899               ny 877-7781161     spotify usa        us,subscription - media,0,nan
2023-06-04,2023-06-04,2023,6,checking,debit,-26.38,want,coffee shops,food, eb ecstatic danc 7399               ca 801-413-7200    eb ecstatic dance nus,,0,nan
2023-06-03,2023-06-03,2023,6,checking,debit,-79.0,need,gym,investment, fahrenheit yoga  7997               tn brentwood       fahrenheit yoga    us,subscription - fitness,0,nan
2023-06-03,2023-06-03,2023,6,checking,debit,-37.87,want,arts,discretionary, ascend amphithea 5812               tn nashville       ascend amphitheatreus,,0,nan
2023-06-03,2023-06-03,2023,6,checking,debit,-9.82,need,gym,investment, climb nashville  7997               tn nashville       climb nashville    us,,0,nan
2023-06-03,2023-06-03,2023,6,checking,debit,-139.66,need,groceries,food, trader joe s #73 5411               tn bellae meade    trader joe s #73 trus,,0,nan
2023-06-03,2023-06-03,2023,6,checking,debit,-15.37,want,alcohol & bars,discretionary, ascend amphithea 5812               tn nashville       ascend amphitheatreus,,0,nan
2023-06-03,2023-06-03,2023,6,checking,debit,-40.0,want,restaurants,food, 5th and broadway 7523               tn nashville       5th and broadway   us,,0,nan
