"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"8/06/2023","Amazon","POS PURCH - Amazon Prime*TA4 5968               WA Amzn.com/bill   Amazon Prime*TA4T20US","16.41","debit","Gift","Checking","",""
"8/06/2023","POS PURCH - BP#6608731BELLE  5541               TN NASHVILLE       5401 HARDING PIKE  US","POS PURCH - BP#6608731BELLE  5541               TN NASHVILLE       5401 HARDING PIKE  US","8.92","debit","Gas & Fuel","Checking","",""
"8/06/2023","POS PURCH - BP#6608731BELLE  5542               TN NASHVILLE       5401 HARDING PIKE  US","POS PURCH - BP#6608731BELLE  5542               TN NASHVILLE       5401 HARDING PIKE  US","54.43","debit","Gas & Fuel","Checking","",""
"8/06/2023","POS PURCH - CLIMB NASHVILLE  7999               TN HTTPSTHECLIMB   CLIMB NASHVILLE EASUS","POS PURCH - CLIMB NASHVILLE  7999               TN HTTPSTHECLIMB   CLIMB NASHVILLE EASUS","5.20","debit","Gym","Checking","",""
"8/06/2023","POS PURCH - TST* Five Points 5811               TN Nashville       TST* Five Points PiUS","POS PURCH - TST* Five Points 5811               TN Nashville       TST* Five Points PiUS","13.68","debit","Restaurants","Checking","",""
"8/05/2023","POS PURCH - HOPDODDY - NASHV 5812               TN 615-823-2337    HOPDODDY - NASHVILLUS","POS PURCH - HOPDODDY - NASHV 5812               TN 615-823-2337    HOPDODDY - NASHVILLUS","21.58","debit","Restaurants","Checking","",""
"8/05/2023","POS PURCH - CLIMB NASHVILLE  7999               TN HTTPSTHECLIMB   CLIMB NASHVILLE EASUS","POS PURCH - CLIMB NASHVILLE  7999               TN HTTPSTHECLIMB   CLIMB NASHVILLE EASUS","92.86","debit","Gym","Checking","",""
"8/05/2023","POS PURCH - WWW.SAMHARRIS.OR 5815               CA HTTPSWWW.SAMH   WWW.SAMHARRIS.ORG  US","POS PURCH - WWW.SAMHARRIS.OR 5815               CA HTTPSWWW.SAMH   WWW.SAMHARRIS.ORG  US","3.00","debit","Charity","Checking","",""
"8/05/2023","POS PURCH - HOS CORP AMER    5814               TN NASHVILLE       HOS CORP AMER      US","POS PURCH - HOS CORP AMER    5814               TN NASHVILLE       HOS CORP AMER      US","8.17","debit","Air Travel","Checking","",""
"8/04/2023","POS PURCH - Spotify USA      4899               NY 877-7781161     Spotify USA        US","POS PURCH - Spotify USA      4899               NY 877-7781161     Spotify USA        US","10.94","debit","Music","Checking","",""
"8/04/2023","POS PURCH - WENDYS 607       5814               TN NASHVILLE       4104 HILLSBORO CIR US","POS PURCH - WENDYS 607       5814               TN NASHVILLE       4104 HILLSBORO CIR US","6.64","debit","Fast Food","Checking","",""
"8/03/2023","POS PURCH - FAHRENHEIT YOGA  7997               TN BRENTWOOD       FAHRENHEIT YOGA    US","POS PURCH - FAHRENHEIT YOGA  7997               TN BRENTWOOD       FAHRENHEIT YOGA    US","79.00","debit","Gym","Checking","",""
"8/02/2023","ACH TRANS - ALLIANT CU      ;080123;XFER","ACH TRANS - ALLIANT CU      ;080123;XFER","675.00","debit","Transfer","Checking","",""
"8/02/2023","Amazon","POS PURCH - AMZN Mktp US*TH3 5942               WA Amzn.com/bill   AMZN Mktp US*TH3JS6US","64.53","debit","Gift","Checking","",""
"8/02/2023","ACH TRANS - USAA P&C        ;080223;AUTOPAY","ACH TRANS - USAA P&C        ;080223;AUTOPAY","103.49","debit","Bills & Utilities","Checking","",""
"8/01/2023","POS PURCH - GOOGLE *CLOUD KS 5817               CA 650-2530000     GOOGLE *CLOUD KS5WBUS","POS PURCH - GOOGLE *CLOUD KS 5817               CA 650-2530000     GOOGLE *CLOUD KS5WBUS","0.01","debit","Electronics & Software","Checking","",""
"8/01/2023","ACH TRANS - DR. TOM NEILSON ;080123;ONLINE PMT","ACH TRANS - DR. TOM NEILSON ;080123;ONLINE PMT","300.00","debit","Credit Card Payment","Checking","",""
"8/01/2023","Amazon","POS PURCH - AMZN Mktp US*TH9 5942               WA Amzn.com/bill   AMZN Mktp US*TH9229US","31.67","debit","Gift","Checking","",""
"8/01/2023","POS PURCH - Patreon* Members 5815               CA San Francisco   Patreon* MembershipUS","POS PURCH - Patreon* Members 5815               CA San Francisco   Patreon* MembershipUS","8.46","debit","Entertainment","Checking","",""
"7/31/2023","DIVIDEND","DIVIDEND","14.29","credit","Investments","Savings","",""
"7/31/2023","DIVIDEND","DIVIDEND","31.95","credit","Investments","Savings","",""
"7/30/2023","ACH TRANS - HCA Corporate   ;073123;PR PAYMENT","ACH TRANS - HCA Corporate   ;073123;PR PAYMENT","4645.42","credit","Paycheck","Checking","",""
"7/30/2023","POS PURCH - JERSEY MIKES 400 5812               TN NASHVILLE       JERSEY MIKES 4005  US","POS PURCH - JERSEY MIKES 400 5812               TN NASHVILLE       JERSEY MIKES 4005  US","8.69","debit","Fast Food","Checking","",""
"7/30/2023","POS PURCH - MARKET FRESH PRO 5411               TN FOREST HILLS    MARKET FRESH PRODUCUS","POS PURCH - MARKET FRESH PRO 5411               TN FOREST HILLS    MARKET FRESH PRODUCUS","38.23","debit","Groceries","Checking","",""
"7/29/2023","POS PURCH - ITALIANMAR* COCO 5812               TN ITALIANMARKET   ITALIANMAR* COCOS WUS","POS PURCH - ITALIANMAR* COCO 5812               TN ITALIANMARKET   ITALIANMAR* COCOS WUS","17.30","debit","Restaurants","Checking","",""
"7/29/2023","POS PURCH - SQ *MAS TACOS PO 5812               TN Nashville       SQ *MAS TACOS POR FUS","POS PURCH - SQ *MAS TACOS PO 5812               TN Nashville       SQ *MAS TACOS POR FUS","10.71","debit","Restaurants","Checking","",""
"7/29/2023","POS PURCH - TST* Avo         5812               TN Nashville       TST* Avo           US","POS PURCH - TST* Avo         5812               TN Nashville       TST* Avo           US","23.01","debit","Restaurants","Checking","",""
"7/29/2023","POS PURCH - WALGREENS STORE  5912               TN NASHVILLE       WALGREENS STORE 530US","POS PURCH - WALGREENS STORE  5912               TN NASHVILLE       WALGREENS STORE 530US","19.20","debit","Pharmacy","Checking","",""
"7/29/2023","POS PURCH - TRADER JOE S #73 5411               TN BELLAE MEADE    TRADER JOE S #73 TRUS","POS PURCH - TRADER JOE S #73 5411               TN BELLAE MEADE    TRADER JOE S #73 TRUS","115.66","debit","Groceries","Checking","",""
"7/28/2023","POS PURCH - HELP.MAX.COM     5815               NY MAX.COM         HELP.MAX.COM       US","POS PURCH - HELP.MAX.COM     5815               NY MAX.COM         HELP.MAX.COM       US","17.51","debit","Entertainment","Checking","",""
"7/28/2023","DEP CASH - CA 650-2570885     Evernote           US","DEP CASH - CA 650-2570885     Evernote           US","142.01","credit","Income","Checking","",""
"7/28/2023","POS PURCH - Evernote         5817               CA 650-2570885     Evernote           US","POS PURCH - Evernote         5817               CA 650-2570885     Evernote           US","142.01","debit","Electronics & Software","Checking","",""
"7/26/2023","POS PURCH - APPLE COM BILL   4899               CA CUPERTINO       ONE APPLE PARK WAY US","POS PURCH - APPLE COM BILL   4899               CA CUPERTINO       ONE APPLE PARK WAY US","0.99","debit","Electronics & Software","Checking","",""
"7/25/2023","Amazon","POS PURCH - AMZN Mktp US*T69 5942               WA Amzn.com/bill   AMZN Mktp US*T69WE7US","20.70","debit","Gift","Checking","",""
"7/25/2023","POS PURCH -        SpotifyUS 4899               NY        New York        SpotifyUS   US","POS PURCH -        SpotifyUS 4899               NY        New York        SpotifyUS   US","14.22","debit","Music","Checking","",""
"7/24/2023","POS PURCH - CLIMB NASHVILLE  7999               TN HTTPSTHECLIMB   CLIMB NASHVILLE EASUS","POS PURCH - CLIMB NASHVILLE  7999               TN HTTPSTHECLIMB   CLIMB NASHVILLE EASUS","3.05","debit","Gym","Checking","",""
"7/22/2023","POS PURCH - Prime Video *8K3 5818               WA 888-802-3080    Prime Video *8K3BH2US","POS PURCH - Prime Video *8K3 5818               WA 888-802-3080    Prime Video *8K3BH2US","4.15","debit","Movies & DVDs","Checking","",""
"7/22/2023","POS PURCH - Kindle Svcs*543A 5818               WA 888-802-3080    Kindle Svcs*543A28WUS","POS PURCH - Kindle Svcs*543A 5818               WA 888-802-3080    Kindle Svcs*543A28WUS","18.60","debit","Books","Checking","",""
"7/20/2023","POS PURCH - MARKET FRESH PRO 6012               TN FOREST HILLS    MARKET FRESH PRO   US","POS PURCH - MARKET FRESH PRO 6012               TN FOREST HILLS    MARKET FRESH PRO   US","39.48","debit","Groceries","Checking","",""
"7/20/2023","POS PURCH - CLIMB NASHVILLE  7997               TN NASHVILLE       CLIMB NASHVILLE    US","POS PURCH - CLIMB NASHVILLE  7997               TN NASHVILLE       CLIMB NASHVILLE    US","3.05","debit","Gym","Checking","",""
"7/20/2023","POS PURCH - BUTCHERBOX, LLC  5499               MA HTTPSWWW.BUTC   BUTCHERBOX  LLC    US","POS PURCH - BUTCHERBOX, LLC  5499               MA HTTPSWWW.BUTC   BUTCHERBOX  LLC    US","179.56","debit","Groceries","Checking","",""
"7/19/2023","POS PURCH - APPLE COM BILL   4899               CA CUPERTINO       ONE APPLE PARK WAY US","POS PURCH - APPLE COM BILL   4899               CA CUPERTINO       ONE APPLE PARK WAY US","32.76","debit","Electronics & Software","Checking","","hinge roses"
"7/18/2023","POS PURCH - NES1174729029231 4900               TN 615-736-6900    NES11747290292314  US","POS PURCH - NES1174729029231 4900               TN 615-736-6900    NES11747290292314  US","104.00","debit","Utilities","Checking","",""
"7/18/2023","POS PURCH - TRADER JOE S #73 5411               TN BELLAE MEADE    TRADER JOE S #73 TRUS","POS PURCH - TRADER JOE S #73 5411               TN BELLAE MEADE    TRADER JOE S #73 TRUS","67.84","debit","Groceries","Checking","",""
"7/18/2023","POS PURCH - NES1174729029231 4900               TN 615-736-6900    NES11747290292315  US","POS PURCH - NES1174729029231 4900               TN 615-736-6900    NES11747290292315  US","85.00","debit","Utilities","Checking","",""
"7/18/2023","POS PURCH - PAYMENTUS CORP   5045               NC 980-272-3788    PAYMENTUS CORP     US","POS PURCH - PAYMENTUS CORP   5045               NC 980-272-3788    PAYMENTUS CORP     US","2.25","debit","Misc Expenses","Checking","",""
"7/18/2023","POS PURCH - PAYMENTUS CORP   5045               NC 980-272-3788    PAYMENTUS CORP     US","POS PURCH - PAYMENTUS CORP   5045               NC 980-272-3788    PAYMENTUS CORP     US","2.25","debit","Misc Expenses","Checking","",""
"7/17/2023","ACH TRANS - SELECT RWDS PYMT;071723;PAYMENT","ACH TRANS - SELECT RWDS PYMT;071723;PAYMENT","4.83","debit","Utilities","Checking","",""
"7/17/2023","POS PURCH - NESPRESSO USA, I 5499               NY HTTPSWWW.NESP   NESPRESSO USA  INC.US","POS PURCH - NESPRESSO USA, I 5499               NY HTTPSWWW.NESP   NESPRESSO USA  INC.US","132.28","debit","Coffee Shops","Checking","",""
"7/17/2023","POS PURCH - MARKET FRESH PRO 5411               TN FOREST HILLS    MARKET FRESH PRODUCUS","POS PURCH - MARKET FRESH PRO 5411               TN FOREST HILLS    MARKET FRESH PRODUCUS","31.31","debit","Groceries","Checking","",""
"7/15/2023","POS PURCH - TRADER JOE S #73 5411               TN BELLAE MEADE    TRADER JOE S #73 TRUS","POS PURCH - TRADER JOE S #73 5411               TN BELLAE MEADE    TRADER JOE S #73 TRUS","129.67","debit","Groceries","Checking","",""
"7/14/2023","The Picnic Inc","POS PURCH - THE PICNIC INC   5812               TN NASHVILLE       THE PICNIC INC     US","34.99","debit","Coffee Shops","Checking","",""
"7/13/2023","POS PURCH - BAJA BURRITO     5812               TN NASHVILLE       BAJA BURRITO       US","POS PURCH - BAJA BURRITO     5812               TN NASHVILLE       BAJA BURRITO       US","12.38","debit","Restaurants","Checking","",""
"7/12/2023","POS PURCH - SHELL SERVICE ST 5542               TN NASHVILLE       SHELL SERVICE STATIUS","POS PURCH - SHELL SERVICE ST 5542               TN NASHVILLE       SHELL SERVICE STATIUS","44.33","debit","Gas & Fuel","Checking","",""
"7/10/2023","POS PURCH - WALGREENS STORE  5912               TN NASHVILLE       WALGREENS STORE 530US","POS PURCH - WALGREENS STORE  5912               TN NASHVILLE       WALGREENS STORE 530US","43.99","debit","Pharmacy","Checking","",""
"7/10/2023","POS PURCH - Lucid Software I 4816               UT South Jordan    Lucid Software Inc.US","POS PURCH - Lucid Software I 4816               UT South Jordan    Lucid Software Inc.US","36.05","debit","Business Services","Checking","",""
"7/10/2023","ACH TRANS - Mobile Deposit  ,071023,Check Dep","ACH TRANS - Mobile Deposit  ,071023,Check Dep","211.28","credit","Transfer","Checking","",""
"7/09/2023","POS PURCH - TST* Cocos Itali 5812               TN 615-320-2147    TST* Cocos Italian US","POS PURCH - TST* Cocos Itali 5812               TN 615-320-2147    TST* Cocos Italian US","43.30","debit","Restaurants","Checking","",""
"7/09/2023","POS PURCH - WEST MEADE WINE  5921               TN NASHVILLE       WEST MEADE WINE ANDUS","POS PURCH - WEST MEADE WINE  5921               TN NASHVILLE       WEST MEADE WINE ANDUS","32.76","debit","Alcohol & Bars","Checking","",""
"7/08/2023","POS PURCH - TST* Black Dynas 5812               TN 707-328-6741    TST* Black Dynasty US","POS PURCH - TST* Black Dynas 5812               TN 707-328-6741    TST* Black Dynasty US","27.30","debit","Restaurants","Checking","",""
"7/08/2023","POS PURCH - HOS CORP AMER    5814               TN NASHVILLE       HOS CORP AMER      US","POS PURCH - HOS CORP AMER    5814               TN NASHVILLE       HOS CORP AMER      US","10.88","debit","Air Travel","Checking","",""
"7/08/2023","POS PURCH - DUNKIN #358318   5814               TN NASHVILLE       DUNKIN #358318     US","POS PURCH - DUNKIN #358318   5814               TN NASHVILLE       DUNKIN #358318     US","5.89","debit","Coffee Shops","Checking","",""
"7/06/2023","ACH TRANS - USAA P&C        ;070523;AUTOPAY","ACH TRANS - USAA P&C        ;070523;AUTOPAY","103.49","debit","Bills & Utilities","Checking","",""
"7/06/2023","Amazon","POS PURCH - Amazon Prime*TI0 5968               WA Amzn.com/bill   Amazon Prime*TI0NU4US","16.41","debit","Gift","Checking","",""
"7/06/2023","POS PURCH - CLIMB NASHVILLE  7997               TN NASHVILLE       CLIMB NASHVILLE    US","POS PURCH - CLIMB NASHVILLE  7997               TN NASHVILLE       CLIMB NASHVILLE    US","92.86","debit","Gym","Checking","",""
"7/06/2023","Amazon","POS PURCH - Amazon.com*GV0WE 5942               WA Amzn.com/bill   Amazon.com*GV0WE2A3US","15.28","debit","Gift","Checking","",""
"7/06/2023","ACH TRANS - ALLIANT CU      ;070323;XFER","ACH TRANS - ALLIANT CU      ;070323;XFER","675.00","debit","Transfer","Checking","",""
"7/06/2023","POS PURCH - BLACK DIAMOND    5131               UT 801-2785552     BLACK DIAMOND      US","POS PURCH - BLACK DIAMOND    5131               UT 801-2785552     BLACK DIAMOND      US","81.85","debit","Sporting Goods","Checking","",""
"7/05/2023","POS PURCH - WWW.SAMHARRIS.OR 5815               CA HTTPSWWW.SAMH   WWW.SAMHARRIS.ORG  US","POS PURCH - WWW.SAMHARRIS.OR 5815               CA HTTPSWWW.SAMH   WWW.SAMHARRIS.ORG  US","3.00","debit","Charity","Checking","",""
"7/05/2023","POS PURCH - Kindle Svcs*UR4B 5818               WA 888-802-3080    Kindle Svcs*UR4BJ2BUS","POS PURCH - Kindle Svcs*UR4B 5818               WA 888-802-3080    Kindle Svcs*UR4BJ2BUS","10.94","debit","Books","Checking","",""
"7/04/2023","POS PURCH - TRADER JOE S #73 5411               TN BELLAE MEADE    TRADER JOE S #73 TRUS","POS PURCH - TRADER JOE S #73 5411               TN BELLAE MEADE    TRADER JOE S #73 TRUS","108.09","debit","Groceries","Checking","",""
"7/04/2023","POS PURCH - Spotify USA      4899               NY 877-7781161     Spotify USA        US","POS PURCH - Spotify USA      4899               NY 877-7781161     Spotify USA        US","10.94","debit","Music","Checking","",""
"7/04/2023","POS PURCH - CSF* RTIC MQEG   5399               TX HTTPSWWW.RTIC   CSF* RTIC MQEG     US","POS PURCH - CSF* RTIC MQEG   5399               TX HTTPSWWW.RTIC   CSF* RTIC MQEG     US","92.74","debit","Shopping","Checking","",""
"7/04/2023","POS PURCH - WALGREENS STORE  5912               TN NASHVILLE       WALGREENS STORE 530US","POS PURCH - WALGREENS STORE  5912               TN NASHVILLE       WALGREENS STORE 530US","75.89","debit","Pharmacy","Checking","",""
"7/03/2023","POS PURCH - MOUNTAIN GOAT MA 5411               TN MONTEAGLE       MOUNTAIN GOAT MARKEUS","POS PURCH - MOUNTAIN GOAT MA 5411               TN MONTEAGLE       MOUNTAIN GOAT MARKEUS","24.33","debit","Groceries","Checking","",""
"7/03/2023","POS PURCH - FAHRENHEIT YOGA  7997               TN BRENTWOOD       FAHRENHEIT YOGA    US","POS PURCH - FAHRENHEIT YOGA  7997               TN BRENTWOOD       FAHRENHEIT YOGA    US","79.00","debit","Gym","Checking","",""
"7/01/2023","POS PURCH - CKO*Patreon      5815               CA 833-9728766     CKO*Patreon        US","POS PURCH - CKO*Patreon      5815               CA 833-9728766     CKO*Patreon        US","8.46","debit","Gym","Checking","",""
"7/01/2023","POS PURCH - PILOT_04599      5542               TN MONTEAGLE       PILOT_04599        US","POS PURCH - PILOT_04599      5542               TN MONTEAGLE       PILOT_04599        US","28.91","debit","Gas & Fuel","Checking","",""
"7/01/2023","POS PURCH - PILOT # 4599     5541               TN MONTEAGLE       PILOT # 4599       US","POS PURCH - PILOT # 4599     5541               TN MONTEAGLE       PILOT # 4599       US","43.23","debit","Gas & Fuel","Checking","",""
"7/01/2023","POS PURCH - GOOGLE *CLOUD WL 5817               CA 650-2530000     GOOGLE *CLOUD WL4TXUS","POS PURCH - GOOGLE *CLOUD WL 5817               CA 650-2530000     GOOGLE *CLOUD WL4TXUS","0.01","debit","Electronics & Software","Checking","",""
"6/30/2023","DIVIDEND","DIVIDEND","14.36","credit","Investments","Savings","",""
"6/30/2023","DIVIDEND","DIVIDEND","30.89","credit","Investments","Savings","",""
"6/30/2023","POS PURCH - DUNKIN #358318   5814               TN NASHVILLE       DUNKIN #358318     US","POS PURCH - DUNKIN #358318   5814               TN NASHVILLE       DUNKIN #358318     US","5.89","debit","Coffee Shops","Checking","",""
